id,title,category,title_num_char,title_num_word,title_num_keyword,num_char,num_char_del_stop,num_uni_char,num_punc,num_word,num_uni_word,num_noun,num_adj,num_verb,num_adv,num_conj,num_numeral,num_para,title_ratio_keyword,ratio_uni_char,ratio_uni_word,ratio_punc,ratio_char_del_stop,ratio_noun,ratio_adj,ratio_adv,ratio_verb,ratio_conj,ratio_numeral,doctype
0e76b768-a98d-11eb-8239-7788095c0b0f,1月19日和田天气早知道,6,12,8,1,166,0,90,0,0,64,0,0,0,0,0,0,1,0.125,0.5421686746987951,inf,0.0,0.0,,,,,,,
0e76b8bc-a98d-11eb-8239-7788095c0b0f,PNY发布RTX3060小短卡：单风扇，卡长17cm,3,26,10,3,399,0,168,0,0,115,0,0,0,0,0,0,1,0.3,0.42105263157894735,inf,0.0,0.0,,,,,,,
0e76ba6a-a98d-11eb-8239-7788095c0b0f,全省市厅级主要领导干部学习贯彻党的十九届五中全会精神专题研讨班结业,5,33,15,5,633,0,263,0,0,202,0,0,0,0,0,0,1,0.3333333333333333,0.4154818325434439,inf,0.0,0.0,,,,,,,
0e76bbd2-a98d-11eb-8239-7788095c0b0f,江苏有一5A景区免费开放，周边消费亲民，风景秀丽游客却不多,15,29,17,4,973,0,320,0,0,253,0,0,0,0,0,0,13,0.23529411764705882,0.328879753340185,inf,0.0,0.0,,,,,,,
0e76be20-a98d-11eb-8239-7788095c0b0f,“过敏星人”越来越多，竟和TA有关,13,17,11,1,351,0,167,0,0,124,0,0,0,0,0,0,12,0.09090909090909091,0.4757834757834758,inf,0.0,0.0,,,,,,,
0e76bfc4-a98d-11eb-8239-7788095c0b0f,河南尉氏：摘帽后的“贫困村”，美！,6,17,12,0,1003,0,400,0,0,337,0,0,0,0,0,0,6,0.0,0.3988035892323031,inf,0.0,0.0,,,,,,,
0e76c1ae-a98d-11eb-8239-7788095c0b0f,湖人奢侈税或超1亿！10人要续约，二轮秀4年6000万,1,27,18,2,1248,0,334,0,0,291,0,0,0,0,0,0,10,0.1111111111111111,0.2676282051282051,inf,0.0,0.0,,,,,,,
0e76c30c-a98d-11eb-8239-7788095c0b0f,askoree 伊乐纯早餐机ELCON家用多功能,3,24,8,3,130,0,73,0,0,39,0,0,0,0,0,0,1,0.375,0.5615384615384615,inf,0.0,0.0,,,,,,,
0e76c546-a98d-11eb-8239-7788095c0b0f,交通运输部：加快北斗系统在交通运输行业的推广应用,5,24,11,3,876,0,269,0,0,224,0,0,0,0,0,0,1,0.2727272727272727,0.3070776255707763,inf,0.0,0.0,,,,,,,
0e76c7f8-a98d-11eb-8239-7788095c0b0f,科比逝世1周年：瓦妮莎悲痛撑起全家，传奇背后的女人绝不简单,1,29,17,0,2809,0,668,0,0,682,0,0,0,0,0,0,1,0.0,0.23780704877180492,inf,0.0,0.0,,,,,,,
0e76ca82-a98d-11eb-8239-7788095c0b0f,科恒股份：因未对相关事项及时履行信息披露义务，收到监管函,0,28,16,6,1143,0,330,0,0,297,0,0,0,0,0,0,7,0.375,0.2887139107611549,inf,0.0,0.0,,,,,,,
0e76ce60-a98d-11eb-8239-7788095c0b0f,《英灵神殿》：一场仅由五人团队掀起的生存游戏狂潮,18,24,15,5,3856,0,756,0,0,794,0,0,0,0,0,0,27,0.3333333333333333,0.19605809128630705,inf,0.0,0.0,,,,,,,
0e76d1d0-a98d-11eb-8239-7788095c0b0f,DNF：旭旭宝宝不行了？增幅15遇26连败，一阵雨追梦失败,18,29,16,3,1201,0,323,0,0,275,0,0,0,0,0,0,15,0.1875,0.26894254787676936,inf,0.0,0.0,,,,,,,
0e76d360-a98d-11eb-8239-7788095c0b0f,梦幻西游：175级大唐展示，一身永不磨损苦了卖珍珠的玩家,18,28,17,3,615,0,260,0,0,192,0,0,0,0,0,0,1,0.17647058823529413,0.42276422764227645,inf,0.0,0.0,,,,,,,
0e76d5d6-a98d-11eb-8239-7788095c0b0f,丹佛田径队上线？连纳两员悍将辅佐约基奇，掘金有望剑指西决？,1,29,16,3,1276,0,505,0,0,459,0,0,0,0,0,0,19,0.1875,0.3957680250783699,inf,0.0,0.0,,,,,,,
0e76d888-a98d-11eb-8239-7788095c0b0f,海外疫情早报：印度1.5亿人恒河沐浴恐引超级传播，日本大阪单日新增666例,29,37,19,1,2218,0,593,0,0,558,0,0,0,0,0,0,33,0.05263157894736842,0.2673579801623084,inf,0.0,0.0,,,,,,,
0e76db44-a98d-11eb-8239-7788095c0b0f,乙肝pgRNA作用，翻译及反转录，核衣壳主要发生于复制后期,17,29,16,3,1409,0,331,0,0,302,0,0,0,0,0,0,1,0.1875,0.23491838183108588,inf,0.0,0.0,,,,,,,
0e76dd4c-a98d-11eb-8239-7788095c0b0f,天冷养花，早晨别做这几件事，植物才会感激你哦,23,22,16,1,1088,0,351,0,0,320,0,0,0,0,0,0,14,0.0625,0.3226102941176471,inf,0.0,0.0,,,,,,,
